session_id,rate_msps,tracklet_id,channel,edge,start_s,span_s,observations,norad,runner_norad,fit_rms_hz,evaluation_rms_hz,runner_evaluation_rms_hz,runner_ratio,tau_s,production_norad,production_accepted,png
scan-fw-ca412a042c7f030b,15.0,sha256:686729d151d347c18ac371caaf710cec58ddac463a333595add7f0fd037669a3,2,upper,57.1565551,28.344599232,28,66345,67627,166.6475963050438,122.4889708006702,134.44491616063362,1.097608342055708,-2.0,66345,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-ca412a042c7f030b/tle-review-01.png?sha256=sha256:f357745cb716001dc42bbc8dd3c8d16e651ffb72394289bb5ccb02511fbe2abf
scan-fw-ca412a042c7f030b,15.0,sha256:6b1c70ca28a9e27f438678f77fc21443340cab0ef60caa7bef9385d7b697287f,4,lower,74.55527654,21.75057790800001,22,67627,66345,30.625668503689536,78.40834366062973,98.69728500208717,1.2587599787756376,-5.0,,,http://gauss:8090/api/v1/scanner/tracking/scan-fw-ca412a042c7f030b/tle-review-02.png?sha256=sha256:ac42f8f280b9ebbacc9af594f74c688e9d16fc6d1a9cc979f0da173b567e423f
scan-fw-ca412a042c7f030b,15.0,sha256:004e9b6122f216443c3c012d847e7f9664e8c1c0d74fe6c224ed8fafd221b7a9,4,lower,130.676582906,29.044136683999994,20,68240,59799,34.52697052923428,50.24769031914993,531.8171486768913,10.583912321124343,-1.0,,,http://gauss:8090/api/v1/scanner/tracking/scan-fw-ca412a042c7f030b/tle-review-03.png?sha256=sha256:bed314269d039838eb80a3c88e130292bfbade39a12210fe8f05bb7dce6596fa
scan-fw-ca412a042c7f030b,15.0,sha256:b7ca1cf92f7305efa3a6e16bbff252b4e4e8582079ecdb29c1fd49f0751559a7,4,upper,149.478032626,23.996196924000003,24,58985,53072,40.92219672517272,42.57527219092974,84.20175209358219,1.977714944862304,0.0,,,http://gauss:8090/api/v1/scanner/tracking/scan-fw-ca412a042c7f030b/tle-review-04.png?sha256=sha256:86391a70d8fcd8368f8a8dbf577023333d9e3d6438c9e5ec8da87a5d49f81366
scan-fw-ca412a042c7f030b,15.0,sha256:e59e09d942b9a5a81726d0f9783fff470b4cdd86949918d19c1c732cae65e888,4,lower,149.618033682,25.53965780499999,32,58985,53072,33.826851915989046,105.24231868503755,156.54826477586036,1.4875030000466634,0.0,,,http://gauss:8090/api/v1/scanner/tracking/scan-fw-ca412a042c7f030b/tle-review-05.png?sha256=sha256:4dfb6075e1ff8453969419e2c8ab7f5f76df1df994467ec750bacd489561e880
scan-fw-ca412a042c7f030b,15.0,sha256:610b8fd0c7e8cf35e44197c3e1c3b0015d353cd0ec797ac7f1b8f5eca9834e27,2,upper,153.688577435,21.32921901199998,20,59637,56512,75.87111481330021,91.36628537141964,205.51721652147515,2.2493769521876956,0.0,54159,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-ca412a042c7f030b/tle-review-06.png?sha256=sha256:91a376a041e00bcaee884466231412eaf5735045555b53f25e07aa2e2eefd244
scan-fw-ca412a042c7f030b,15.0,sha256:cda3b31acc90206d1fcf8ff744e78b208fc12f96e410839b85b668588799007e,1,lower,160.282118234,28.909264081000003,27,58985,53072,88.94591130766317,79.88262613947782,155.15203032924532,1.9422499963677273,1.0,53072,False,http://gauss:8090/api/v1/scanner/tracking/scan-fw-ca412a042c7f030b/tle-review-07.png?sha256=sha256:ccd9edace7c901227ff69f4a175fcf2e88048e87a129d9ee4c40615e46141ece
scan-fw-ca412a042c7f030b,15.0,sha256:07b361641a4a5b6bc9fd678fadc071297e95704b411c5e92b7d4a678d03c0409,1,upper,161.124537166,28.486841980999998,23,58985,53072,108.79984628807085,78.86562370685157,120.29815431870871,1.525356025406766,1.0,,,http://gauss:8090/api/v1/scanner/tracking/scan-fw-ca412a042c7f030b/tle-review-08.png?sha256=sha256:6b45df41de882677c7d9b051d467088a450b9717c916d0bece8c9b6412ab7124
scan-fw-ca412a042c7f030b,15.0,sha256:51b35b6556002657caad8ea7c057cf07151330b9cfb5a1dc29ca0e9863641ef6,2,upper,179.367383739,21.046632331000012,19,59637,56512,68.15449527019013,73.68058466869837,181.55356087002653,2.4640624349871056,0.0,,,http://gauss:8090/api/v1/scanner/tracking/scan-fw-ca412a042c7f030b/tle-review-09.png?sha256=sha256:7435219cd3e2ccce54bd2d34c01df2443c9d6a04a2627df775636061b2a5818b
scan-fw-ca412a042c7f030b,15.0,sha256:15815410afa94415ab6f787156ecbbbadf7b53203dafa116638d349e689a1483,2,upper,197.328727389,16.413398258,16,58187,65036,74.08288428979033,131.99196595189773,960.6923332533279,7.278415215085411,0.0,,,http://gauss:8090/api/v1/scanner/tracking/scan-fw-ca412a042c7f030b/tle-review-10.png?sha256=sha256:e0437653d62b4f78b5e2a3a497f419d1c8f309227a714cd1a93822b23cabd340
