capture_session_id,observed_start_utc,observed_end_utc,profile_revision_id,capture_state,recording_manifest_uri,recording_manifest_digest,raw_available,analysis_run_id,pipeline_lane,pipeline_release_id,trigger,analysis_state,analysis_created_utc,analysis_sealed_utc,analysis_manifest_uri,analysis_manifest_digest,input_manifest_digest,raw_integrity_attestation_id,product_count,complete_products,no_result_products,partial_products,product_bytes,recording_manifest_path,analysis_manifest_path,screen_category,screen_path_count,screen_band_relationship,screen_common_overlap_s,screen_normalized_slope_spread_hz_s,screen_observation_count,screen_qualified_pilot_segments,screen_analyzed_pilot_segments,screen_path_ids,screen_branch_ids
cap-20260825T060423-a01f3d951828,2026-08-25T06:04:26.529825Z,2026-08-25T06:05:26.662322Z,1106770,committed,bulk://recordings/2026/08/25/cap-20260825T060423-a01f3d951828,sha256:b9270c4df8fbc01e89e36f4b19a53d4a9a5500613137ff400e47b6c09f04cc5a,t,capture-53ea6c2673ea40e887570b0d20d67ebb,standard,d331df8eaf4f64bfb2cec75e1c664af10aebbdd8,new_capture,succeeded,2026-08-25T06:05:31.334096Z,2026-08-25T06:27:49.237838Z,bulk://analysis/cap-20260825T060423-a01f3d951828/capture-53ea6c2673ea40e887570b0d20d67ebb/manifest.json,sha256:fe72b86209e6cc449fc0191673662ce7558c0cef67f6601da31070568f38e9fd,sha256:b9270c4df8fbc01e89e36f4b19a53d4a9a5500613137ff400e47b6c09f04cc5a,915,138,78,60,0,262896537,/srv/bulk/leo/recordings/2026/08/25/cap-20260825T060423-a01f3d951828/manifest.json,/srv/bulk/leo/analysis/cap-20260825T060423-a01f3d951828/capture-53ea6c2673ea40e887570b0d20d67ebb/manifest.json,2p-same,2,same-band,8.907580843,45.881252611703985,304,0,32,stream-0/radio_pluto_5d4d/RX1;stream-1/radio_pluto_19f2/RX1,sha256:fc5316d202e59793894f646e25e6b4822914ecb9dfdb1abd15383b646f424c88;sha256:5a1904b9000cfdc7de21b6a170f218af7ae106020ba00d747c2d05acaa09d9bc
cap-20260825T061951-fa942d625b14,2026-08-25T06:19:54.977716Z,2026-08-25T06:20:55.105667Z,1106770,committed,bulk://recordings/2026/08/25/cap-20260825T061951-fa942d625b14,sha256:46a4035ea2b14990ec2056dfbdcd9fa3aa22f3c23c1739f64de25f80ebf88682,t,capture-0aff113a9f764542b38c83f8afd5e714,standard,d331df8eaf4f64bfb2cec75e1c664af10aebbdd8,new_capture,succeeded,2026-08-25T06:21:00.515683Z,2026-08-25T06:38:02.871640Z,bulk://analysis/cap-20260825T061951-fa942d625b14/capture-0aff113a9f764542b38c83f8afd5e714/manifest.json,sha256:7a4a9ac932f29f079fb5f8e22698e4d6e525c78e7c36544eb9fe43a41c3fe05f,sha256:46a4035ea2b14990ec2056dfbdcd9fa3aa22f3c23c1739f64de25f80ebf88682,916,138,138,0,0,328837223,/srv/bulk/leo/recordings/2026/08/25/cap-20260825T061951-fa942d625b14/manifest.json,/srv/bulk/leo/analysis/cap-20260825T061951-fa942d625b14/capture-0aff113a9f764542b38c83f8afd5e714/manifest.json,4p-same,4,same-band,6.877775757,47.66247608284948,742,7,64,stream-0/radio_pluto_5d4d/RX1;stream-1/radio_pluto_19f2/RX0;stream-0/radio_pluto_5d4d/RX0;stream-1/radio_pluto_19f2/RX1,sha256:5980a0f0cb34ea0492c5e0f13099a5c0ce7a1b13327b6fd1144e9e091be2b8db;sha256:2aa3fa1719eb5ada67b5c55bbe37a2f0e67da08d3da92a6d7a66ec0656a24cf6;sha256:f078b62b7f2aed28aa930022c5948799dc87be45c94554df1608b730fd512da1;sha256:72aca27eb1bec66ff68f15ec98edf724008e81c9093cf84d4ee9a9531e571ae5
cap-20260825T062228-886fe2dd9cde,2026-08-25T06:22:32.125740Z,2026-08-25T06:23:32.274141Z,1106770,committed,bulk://recordings/2026/08/25/cap-20260825T062228-886fe2dd9cde,sha256:e19676663eef3a37ae11f050eb041688b0c171efc062ed80dd272fbf9882b718,t,capture-7f4cf1ae6c7746d1904e579c32b78290,standard,d331df8eaf4f64bfb2cec75e1c664af10aebbdd8,new_capture,succeeded,2026-08-25T06:23:37.013176Z,2026-08-25T06:45:57.749670Z,bulk://analysis/cap-20260825T062228-886fe2dd9cde/capture-7f4cf1ae6c7746d1904e579c32b78290/manifest.json,sha256:edf652a1e1aef5209474cf4c35d0ea9434fd407bb6a7c04bd8544a3d46290c94,sha256:e19676663eef3a37ae11f050eb041688b0c171efc062ed80dd272fbf9882b718,917,138,0,138,0,242739003,/srv/bulk/leo/recordings/2026/08/25/cap-20260825T062228-886fe2dd9cde/manifest.json,/srv/bulk/leo/analysis/cap-20260825T062228-886fe2dd9cde/capture-7f4cf1ae6c7746d1904e579c32b78290/manifest.json,hard-null,,,,,,,,,
cap-20260825T063754-ef4ff74230d6,2026-08-25T06:37:57.971291Z,2026-08-25T06:38:58.117820Z,1106770,committed,bulk://recordings/2026/08/25/cap-20260825T063754-ef4ff74230d6,sha256:47cf2f2a6ba38ce4376e4d5e7ffe0e27d622c8d93537811398a8ad582e3260fb,t,capture-0ff7ad558db747f9b78792acb006e928,standard,d331df8eaf4f64bfb2cec75e1c664af10aebbdd8,new_capture,succeeded,2026-08-25T06:39:02.608785Z,2026-08-25T06:54:03.751663Z,bulk://analysis/cap-20260825T063754-ef4ff74230d6/capture-0ff7ad558db747f9b78792acb006e928/manifest.json,sha256:6b27bb18f50b019bde137399a65cf4855e93a3bbcb07da93e3874761574d96a7,sha256:47cf2f2a6ba38ce4376e4d5e7ffe0e27d622c8d93537811398a8ad582e3260fb,918,138,78,60,0,265866349,/srv/bulk/leo/recordings/2026/08/25/cap-20260825T063754-ef4ff74230d6/manifest.json,/srv/bulk/leo/analysis/cap-20260825T063754-ef4ff74230d6/capture-0ff7ad558db747f9b78792acb006e928/manifest.json,2p-cross,2,cross-band,2.75,10.262036288998388,50,0,25,stream-0/radio_pluto_5d4d/RX1;stream-1/radio_pluto_19f2/RX1,sha256:d2901242c2b320efbe0eba986759c300c4a8e7f6b5088543b113a728ac45a208;sha256:aea28c06134051a08a4db1e927c025c94e840c2dda5fcc747bdf487af605ec2c
cap-20260825T064029-41a711347b33,2026-08-25T06:40:32.252043Z,2026-08-25T06:41:32.382923Z,1106770,committed,bulk://recordings/2026/08/25/cap-20260825T064029-41a711347b33,sha256:59354285ff2773dbd9c0fbed434fe7f86cc464c6aede78a6ef41152bb2594daa,t,capture-0c906962f9c443779ba1cbd9ca1f5fd4,standard,d331df8eaf4f64bfb2cec75e1c664af10aebbdd8,new_capture,succeeded,2026-08-25T06:41:37.447868Z,2026-08-25T07:02:12.416478Z,bulk://analysis/cap-20260825T064029-41a711347b33/capture-0c906962f9c443779ba1cbd9ca1f5fd4/manifest.json,sha256:31fcc7c9a8a950fd55aa327ac00563f0c4051dc07ffca0d1fd8d5762c05c7b5e,sha256:59354285ff2773dbd9c0fbed434fe7f86cc464c6aede78a6ef41152bb2594daa,919,138,108,30,0,261661235,/srv/bulk/leo/recordings/2026/08/25/cap-20260825T064029-41a711347b33/manifest.json,/srv/bulk/leo/analysis/cap-20260825T064029-41a711347b33/capture-0c906962f9c443779ba1cbd9ca1f5fd4/manifest.json,3p-cross,3,cross-band,5.05,11.129524649371433,404,0,48,stream-1/radio_pluto_19f2/RX1;stream-0/radio_pluto_5d4d/RX1;stream-0/radio_pluto_5d4d/RX0,sha256:2154514e9da4cdd7425c7c77c634b6cc761ae32c8a5cfdf137b0b35fb6cbf1f8;sha256:742e5e2b166a7a112dd6969006af971ade608f199e12530605bd75a23a23a083;sha256:5f100be5f58c5e4eee63c944f82b7125d125a9a8fc604a609be85e52baf42283
cap-20260825T065355-ba3e4fb8857b,2026-08-25T06:53:58.692896Z,2026-08-25T06:54:58.831714Z,1106770,committed,bulk://recordings/2026/08/25/cap-20260825T065355-ba3e4fb8857b,sha256:5fc3dcec7c32db02555f3676e39772636ff97f7a800539723944b0191de7f53c,t,capture-fec2f268eb324168853828203b6f72fd,standard,d331df8eaf4f64bfb2cec75e1c664af10aebbdd8,new_capture,succeeded,2026-08-25T06:55:03.750918Z,2026-08-25T07:15:39.232340Z,bulk://analysis/cap-20260825T065355-ba3e4fb8857b/capture-fec2f268eb324168853828203b6f72fd/manifest.json,sha256:d660134eb4f6b29e758ccd7065294783d8c5ebb8b32da1618efa353b1c6eb2aa,sha256:5fc3dcec7c32db02555f3676e39772636ff97f7a800539723944b0191de7f53c,920,138,138,0,0,459783471,/srv/bulk/leo/recordings/2026/08/25/cap-20260825T065355-ba3e4fb8857b/manifest.json,/srv/bulk/leo/analysis/cap-20260825T065355-ba3e4fb8857b/capture-fec2f268eb324168853828203b6f72fd/manifest.json,4p-same,4,same-band,14.863927893,11.10404538848752,1806,51,64,stream-0/radio_pluto_5d4d/RX1;stream-1/radio_pluto_19f2/RX1;stream-1/radio_pluto_19f2/RX0;stream-0/radio_pluto_5d4d/RX0,sha256:29af858a6f5a484f1bd968950bec74c4fcd591f26f9f333834a79bd6c3eae4bc;sha256:27c4b6e4ae2d6339a6eb29266ac32fc50b44121b619e28d9e0d5b9945ae9b2f1;sha256:c588b269669184a91454e24254138b68d6d88f246270465e85107dd232ddef2a;sha256:656f5cc2eba4027c0bee875eb4b365a1c164507945d49dc85017743b52896ad9
cap-20260825T065632-7f08bce0ad77,2026-08-25T06:56:35.797687Z,2026-08-25T06:57:35.948050Z,1106770,committed,bulk://recordings/2026/08/25/cap-20260825T065632-7f08bce0ad77,sha256:1caa7f7afb7dea93b657deffccdad12b46a10ea3274f1f8058fc63d5d51605fb,t,capture-ba48da05f5ce4af3bf758b200a29de50,standard,d331df8eaf4f64bfb2cec75e1c664af10aebbdd8,new_capture,succeeded,2026-08-25T06:57:41.397565Z,2026-08-25T07:26:38.447793Z,bulk://analysis/cap-20260825T065632-7f08bce0ad77/capture-ba48da05f5ce4af3bf758b200a29de50/manifest.json,sha256:12cf8e420f41365921a421e2269b26871e5cb3a6bd15f6e2c8a6e7a8d0de7d4e,sha256:1caa7f7afb7dea93b657deffccdad12b46a10ea3274f1f8058fc63d5d51605fb,921,138,108,30,0,340950020,/srv/bulk/leo/recordings/2026/08/25/cap-20260825T065632-7f08bce0ad77/manifest.json,/srv/bulk/leo/analysis/cap-20260825T065632-7f08bce0ad77/capture-ba48da05f5ce4af3bf758b200a29de50/manifest.json,3p-same,3,same-band,5.650376754,46.232819160040435,748,10,48,stream-0/radio_pluto_5d4d/RX1;stream-1/radio_pluto_19f2/RX1;stream-0/radio_pluto_5d4d/RX0,sha256:201d8d48e13a9936297efaef652ce8c6eb5962c51436d39540177c8553e2a5af;sha256:b388d8984b2e565a2e843c7a8f4b158b6ed786526eb7b601fdc3a570f5c1f709;sha256:25ae00309e8c5a013e486d4093a63732333b5a2432c03cf6683dc49454564ec3
cap-20260825T071530-b00e74ac23ee,2026-08-25T07:15:33.589837Z,2026-08-25T07:16:33.698907Z,1106770,committed,bulk://recordings/2026/08/25/cap-20260825T071530-b00e74ac23ee,sha256:811c93426cc919b665b31def0be3fce39cda99c36b4d135f0541c474b85d8fd6,t,capture-e6fde7c7cebc467dbb9f9b020d0eed42,standard,d331df8eaf4f64bfb2cec75e1c664af10aebbdd8,new_capture,succeeded,2026-08-25T07:16:38.859715Z,2026-08-25T07:36:38.867430Z,bulk://analysis/cap-20260825T071530-b00e74ac23ee/capture-e6fde7c7cebc467dbb9f9b020d0eed42/manifest.json,sha256:08eb51af2b11edda75b1a560be17b946e8e99219003b894df99f4f0ccc5a2b5f,sha256:811c93426cc919b665b31def0be3fce39cda99c36b4d135f0541c474b85d8fd6,922,138,138,0,0,334347101,/srv/bulk/leo/recordings/2026/08/25/cap-20260825T071530-b00e74ac23ee/manifest.json,/srv/bulk/leo/analysis/cap-20260825T071530-b00e74ac23ee/capture-e6fde7c7cebc467dbb9f9b020d0eed42/manifest.json,4p-same,4,same-band,7.890885175,54.45934625352402,989,0,64,stream-0/radio_pluto_5d4d/RX0;stream-1/radio_pluto_19f2/RX0;stream-1/radio_pluto_19f2/RX1;stream-0/radio_pluto_5d4d/RX1,sha256:ee88ced6594775be2f858aba8c1736b68bff8ff45a3671d30dc68a602ab5d0f4;sha256:f9948fdb2959b1d4008b49ac4b1069cf4c244df1c9b23ae91346618b0ff4a764;sha256:f4d9cd1d791ccab232189705054042c66809f4c1ebd0bf9ec665f4a00ba84643;sha256:506951ef6eba9c0fe47adc574f99b0c83547ac2277a72a29c141d3f52bccc11f
cap-20260825T071811-863ec02af098,2026-08-25T07:18:14.884478Z,2026-08-25T07:19:15.033763Z,1106770,committed,bulk://recordings/2026/08/25/cap-20260825T071811-863ec02af098,sha256:35d5fa0611c4239070d6b148c91171983b17d0075778152af9817323ab79b9b8,t,research-933af4d213ae475599b32580dc1aacd0,research,d331df8eaf4f64bfb2cec75e1c664af10aebbdd8,new_capture,succeeded,2026-08-25T07:19:19.600691Z,2026-08-25T07:59:47.234629Z,bulk://analysis/cap-20260825T071811-863ec02af098/research-933af4d213ae475599b32580dc1aacd0/manifest.json,sha256:941f1596ebf05faa152ba946131636ad11d07b6c80b3d59ca51f934bbf927641,sha256:35d5fa0611c4239070d6b148c91171983b17d0075778152af9817323ab79b9b8,923,138,108,30,0,884558521,/srv/bulk/leo/recordings/2026/08/25/cap-20260825T071811-863ec02af098/manifest.json,/srv/bulk/leo/analysis/cap-20260825T071811-863ec02af098/research-933af4d213ae475599b32580dc1aacd0/manifest.json,3p-cross,3,cross-band,7.015792809,76.46775503276058,905,3,48,stream-0/radio_pluto_5d4d/RX0;stream-0/radio_pluto_5d4d/RX1;stream-1/radio_pluto_19f2/RX1,sha256:1285863aa5a203736f0a7706bdd8f72350d7c8dc5da5a23bbd61cefd82d4e97c;sha256:4f5b76ec8574316aa1fb3c4185c0063aa9508d417dd3a927db8a4f4ef17d3238;sha256:bdd55109d28931f427ff141b3fa7c9e93c4b561ec10c729ef715510d8e1fe5c2
cap-20260825T073628-9462c103079c,2026-08-25T07:36:32.203274Z,2026-08-25T07:37:32.330701Z,1106770,committed,bulk://recordings/2026/08/25/cap-20260825T073628-9462c103079c,sha256:bcc2dafde4916cdd1c756f36eaf0999b226420fce5f538bd5df181f6c422e115,t,capture-ee8d503174864210b62b47a79c9a96f5,standard,d331df8eaf4f64bfb2cec75e1c664af10aebbdd8,new_capture,succeeded,2026-08-25T07:37:36.850444Z,2026-08-25T08:05:54.077668Z,bulk://analysis/cap-20260825T073628-9462c103079c/capture-ee8d503174864210b62b47a79c9a96f5/manifest.json,sha256:bf20d4f57138821fe466739551aad4b33e9dc83d856af82c88afc288c4781bf9,sha256:bcc2dafde4916cdd1c756f36eaf0999b226420fce5f538bd5df181f6c422e115,924,138,138,0,0,349638768,/srv/bulk/leo/recordings/2026/08/25/cap-20260825T073628-9462c103079c/manifest.json,/srv/bulk/leo/analysis/cap-20260825T073628-9462c103079c/capture-ee8d503174864210b62b47a79c9a96f5/manifest.json,4p-cross,4,cross-band,9.897555734,59.80308051661632,1891,34,64,stream-1/radio_pluto_19f2/RX0;stream-0/radio_pluto_5d4d/RX0;stream-0/radio_pluto_5d4d/RX1;stream-1/radio_pluto_19f2/RX1,sha256:2000cf6ce964bea0a80dc18bbfb4ef60bfac70861b8bf32ad48be7e27461ee31;sha256:87d7e33845c862132018288f7589e58d6fe4cf31a93fb4f92c93a8bf96cb4c04;sha256:226e3f08d0052c393cb8a062d07ecb8b929e24abc93295a28a64214d9599ab4a;sha256:6ae189490d33e8bec8bb05fdd9de1f1cc003e82c2b6d89dfbbaf8f2210bc913b
cap-20260825T073916-2b958ad6e9e6,2026-08-25T07:39:19.749315Z,2026-08-25T07:40:19.898298Z,1106770,committed,bulk://recordings/2026/08/25/cap-20260825T073916-2b958ad6e9e6,sha256:1d9f6a2eb046e90f67a2a485b3b7d1b8b172d16ee333eafaad5dd4b60da4aed5,t,capture-131147668da145519f11c1b4ff2017ff,standard,d331df8eaf4f64bfb2cec75e1c664af10aebbdd8,new_capture,succeeded,2026-08-25T07:40:24.715558Z,2026-08-25T08:12:56.358478Z,bulk://analysis/cap-20260825T073916-2b958ad6e9e6/capture-131147668da145519f11c1b4ff2017ff/manifest.json,sha256:486fc8dd78de87b7c6a09ca2a3a62d83f0bbcfb6bb4d11411099e2b362a6cdd3,sha256:1d9f6a2eb046e90f67a2a485b3b7d1b8b172d16ee333eafaad5dd4b60da4aed5,925,138,138,0,0,273590739,/srv/bulk/leo/recordings/2026/08/25/cap-20260825T073916-2b958ad6e9e6/manifest.json,/srv/bulk/leo/analysis/cap-20260825T073916-2b958ad6e9e6/capture-131147668da145519f11c1b4ff2017ff/manifest.json,2p-same,2,same-band,4.525,13.644385420106119,468,24,32,stream-0/radio_pluto_5d4d/RX0;stream-0/radio_pluto_5d4d/RX1,sha256:ccf31afe1ab520c821d9e45cb1c2a6992817db6cea0d45d56d31fab9b2a976a9;sha256:bd16f58e5728e448761f13f0ad8c7294bfc854bc32745c90ebd3268dfcede351
cap-20260825T080532-93144a3d5014,2026-08-25T08:05:35.698891Z,2026-08-25T08:06:35.815443Z,1106770,committed,bulk://recordings/2026/08/25/cap-20260825T080532-93144a3d5014,sha256:af0f8129ffb4d5751d58f6311d6f3680541eb84ad34dd202b541acfa44d5a004,t,capture-29ccd923566f4c71ae62cbf82f4386b6,standard,d331df8eaf4f64bfb2cec75e1c664af10aebbdd8,new_capture,succeeded,2026-08-25T08:06:40.190355Z,2026-08-25T08:21:04.366627Z,bulk://analysis/cap-20260825T080532-93144a3d5014/capture-29ccd923566f4c71ae62cbf82f4386b6/manifest.json,sha256:62da1592e8e68a129f234e0bdf962f33468a7d9852346d06170cb265c929acf0,sha256:af0f8129ffb4d5751d58f6311d6f3680541eb84ad34dd202b541acfa44d5a004,926,138,138,0,0,377848437,/srv/bulk/leo/recordings/2026/08/25/cap-20260825T080532-93144a3d5014/manifest.json,/srv/bulk/leo/analysis/cap-20260825T080532-93144a3d5014/capture-29ccd923566f4c71ae62cbf82f4386b6/manifest.json,2p-same,2,same-band,12.1,22.320093877465297,665,7,32,stream-0/radio_pluto_5d4d/RX1;stream-0/radio_pluto_5d4d/RX0,sha256:5e0cd53bdf77d67cbb78b8bc139fce5822abe3b64bf249d678d658b2f689add1;sha256:962c22c9afb34a9a40d2d31a2f0a15d6d9cd443dbcc214af14c0f80f2dd9ff75
cap-20260825T080805-6e1d7b635ec8,2026-08-25T08:08:08.816935Z,2026-08-25T08:09:08.947225Z,1106770,committed,bulk://recordings/2026/08/25/cap-20260825T080805-6e1d7b635ec8,sha256:59d6014fefede6f19c6cfe2e0111c6a23a370731b90b020d22cdd9a178fe4fca,t,capture-c374ba2f1da24ae6be6bd664bf64f7cf,standard,d331df8eaf4f64bfb2cec75e1c664af10aebbdd8,new_capture,succeeded,2026-08-25T08:09:14.194362Z,2026-08-25T08:29:06.028276Z,bulk://analysis/cap-20260825T080805-6e1d7b635ec8/capture-c374ba2f1da24ae6be6bd664bf64f7cf/manifest.json,sha256:2594484f8aa6b5e32dacdd6d460d0d290bc91a9b00323c3f0077ec238152866d,sha256:59d6014fefede6f19c6cfe2e0111c6a23a370731b90b020d22cdd9a178fe4fca,927,138,138,0,0,271620925,/srv/bulk/leo/recordings/2026/08/25/cap-20260825T080805-6e1d7b635ec8/manifest.json,/srv/bulk/leo/analysis/cap-20260825T080805-6e1d7b635ec8/capture-c374ba2f1da24ae6be6bd664bf64f7cf/manifest.json,2p-same,2,same-band,9.925,19.82836404288537,783,3,32,stream-1/radio_pluto_19f2/RX1;stream-1/radio_pluto_19f2/RX0,sha256:5c46f606723389715af14bce449d929aa88549e393572a2105ec1643358777e9;sha256:03cb6ead6ea91836f16cd831afd105b9ad0548b82ed11ba2cecf2bcf5f4c3555
cap-20260825T082057-aa0a740de6db,2026-08-25T08:21:00.278853Z,2026-08-25T08:22:00.409981Z,1106770,committed,bulk://recordings/2026/08/25/cap-20260825T082057-aa0a740de6db,sha256:38f80aa2aca82c9e89c55e6a8e4b3ad666facd913790abbbd6a192aefb6ffac6,t,capture-5964408806854097b6d396c5176cdd09,standard,d331df8eaf4f64bfb2cec75e1c664af10aebbdd8,new_capture,succeeded,2026-08-25T08:22:05.032670Z,2026-08-25T08:39:16.408644Z,bulk://analysis/cap-20260825T082057-aa0a740de6db/capture-5964408806854097b6d396c5176cdd09/manifest.json,sha256:2cc40c9b1cb1ee17d314d79c1ab0fee11b600e8bf5033610b562473687e2b4f5,sha256:38f80aa2aca82c9e89c55e6a8e4b3ad666facd913790abbbd6a192aefb6ffac6,928,138,108,30,0,367623506,/srv/bulk/leo/recordings/2026/08/25/cap-20260825T082057-aa0a740de6db/manifest.json,/srv/bulk/leo/analysis/cap-20260825T082057-aa0a740de6db/capture-5964408806854097b6d396c5176cdd09/manifest.json,3p-same,3,same-band,3.025,70.29066984757856,236,2,48,stream-0/radio_pluto_5d4d/RX0;stream-0/radio_pluto_5d4d/RX1;stream-1/radio_pluto_19f2/RX1,sha256:ab700739afaaecafc6b88c8cb96a00db2c27f5eaef003d81212a306c34b13787;sha256:af3739dfd92f25185e559eea99e916157c62487b673cc582a502787a8d2c2284;sha256:917716608278418b68f1d2b75f5acb360a3d83d30e0613e5123fa610ea0205e9
cap-20260825T082330-c8a2692839cd,2026-08-25T08:23:33.345052Z,2026-08-25T08:24:33.479397Z,1106770,committed,bulk://recordings/2026/08/25/cap-20260825T082330-c8a2692839cd,sha256:b9393f93c69ea904f0fc1298c089f3d68800daa270f86c6c2083388d3af1e1bf,t,capture-8f345fe3c6fc4294b28556b5366660d6,standard,d331df8eaf4f64bfb2cec75e1c664af10aebbdd8,new_capture,succeeded,2026-08-25T08:24:38.020476Z,2026-08-25T08:47:57.220317Z,bulk://analysis/cap-20260825T082330-c8a2692839cd/capture-8f345fe3c6fc4294b28556b5366660d6/manifest.json,sha256:3cd942ea1b1851d8304c54a0dca5c0351e28b7f9c754912036bcfb4f2f48b33c,sha256:b9393f93c69ea904f0fc1298c089f3d68800daa270f86c6c2083388d3af1e1bf,929,138,108,30,0,281905520,/srv/bulk/leo/recordings/2026/08/25/cap-20260825T082330-c8a2692839cd/manifest.json,/srv/bulk/leo/analysis/cap-20260825T082330-c8a2692839cd/capture-8f345fe3c6fc4294b28556b5366660d6/manifest.json,2p-same,2,same-band,12.315558862,51.26591174249097,426,19,32,stream-1/radio_pluto_19f2/RX1;stream-0/radio_pluto_5d4d/RX0,sha256:4f30f294e98f262c2a0c3bf459bd66127a294926a9c25d8872f1e8816ce1168c;sha256:198f0c0e3426db631b68b47cd13b971b700eefd5de983573bb272f8ed42ef04d
cap-20260825T083906-9e15fac173f1,2026-08-25T08:39:10.009283Z,2026-08-25T08:40:10.146266Z,1106770,committed,bulk://recordings/2026/08/25/cap-20260825T083906-9e15fac173f1,sha256:66de0b45bea25086e5a1370a3d4ec52536e14e33e0546a29ac924ed96a6e502d,t,capture-71e74e04f6f845dabcef42cebca5d824,standard,d331df8eaf4f64bfb2cec75e1c664af10aebbdd8,new_capture,succeeded,2026-08-25T08:40:14.989269Z,2026-08-25T08:57:39.082619Z,bulk://analysis/cap-20260825T083906-9e15fac173f1/capture-71e74e04f6f845dabcef42cebca5d824/manifest.json,sha256:05e1ee94aa12f4e9cd4aab54c3351bfc7aba7615596762fd90f57e6772fe992d,sha256:66de0b45bea25086e5a1370a3d4ec52536e14e33e0546a29ac924ed96a6e502d,930,138,138,0,0,364076970,/srv/bulk/leo/recordings/2026/08/25/cap-20260825T083906-9e15fac173f1/manifest.json,/srv/bulk/leo/analysis/cap-20260825T083906-9e15fac173f1/capture-71e74e04f6f845dabcef42cebca5d824/manifest.json,3p-same,3,same-band,5.988018586,46.916346382620304,773,9,32,stream-0/radio_pluto_5d4d/RX1;stream-1/radio_pluto_19f2/RX1;stream-1/radio_pluto_19f2/RX0,sha256:94e76208c27183315212f037b3fc6fab0c6b5c08039e2f8ff598005a4530e4fd;sha256:fcdd3ef33617ef12787a4756ffae78dbd75446d14cad09c0cdd153d28c8cc89e;sha256:4355b3141aeb2be271dcdf25114bec400c5fd0e2a6ef881777407dcc7d96cb79
cap-20260825T084200-6614872688fa,2026-08-25T08:42:03.364512Z,2026-08-25T08:43:03.501446Z,1106770,committed,bulk://recordings/2026/08/25/cap-20260825T084200-6614872688fa,sha256:f622fd2ea54e6fa0a546b851d602fca11cfdd77e5be2c49f1fe1a262ec871c74,t,capture-031db41b636c43e2b4aaeb3a69295263,standard,d331df8eaf4f64bfb2cec75e1c664af10aebbdd8,new_capture,succeeded,2026-08-25T08:43:08.038785Z,2026-08-25T09:04:27.626981Z,bulk://analysis/cap-20260825T084200-6614872688fa/capture-031db41b636c43e2b4aaeb3a69295263/manifest.json,sha256:a81bf639c0e417a590f1e23daedfefb5dfe9e1e3e904c5c75e258e13851a45b4,sha256:f622fd2ea54e6fa0a546b851d602fca11cfdd77e5be2c49f1fe1a262ec871c74,931,138,108,30,0,277685465,/srv/bulk/leo/recordings/2026/08/25/cap-20260825T084200-6614872688fa/manifest.json,/srv/bulk/leo/analysis/cap-20260825T084200-6614872688fa/capture-031db41b636c43e2b4aaeb3a69295263/manifest.json,2p-same,2,same-band,6.613067089,18.33004087469135,311,0,32,stream-1/radio_pluto_19f2/RX1;stream-0/radio_pluto_5d4d/RX0,sha256:b70f7a1f21b5d6b15fb5d4a7e2e7b1e67481c6cd184c05d52604702541a77b61;sha256:1281b783264428a4e79f134a94c4b0c01e563b5cfe7b5800de6da238b2e3d7d9
cap-20260825T085623-c725d27cbf0f,2026-08-25T08:56:26.162000Z,2026-08-25T08:57:26.295026Z,1106770,committed,bulk://recordings/2026/08/25/cap-20260825T085623-c725d27cbf0f,sha256:f3743932040b9f7b289404ddff96c24cd096129ce0d6be2773b86ecb7597da45,t,capture-9f6504cc63dd4932a32fc4f010e40456,standard,d331df8eaf4f64bfb2cec75e1c664af10aebbdd8,new_capture,succeeded,2026-08-25T08:57:31.927581Z,2026-08-25T09:14:38.831775Z,bulk://analysis/cap-20260825T085623-c725d27cbf0f/capture-9f6504cc63dd4932a32fc4f010e40456/manifest.json,sha256:406e9826aaa4685e613bd52fdc93107b79dab5d7445948aaaf0a87ae8ff39ff5,sha256:f3743932040b9f7b289404ddff96c24cd096129ce0d6be2773b86ecb7597da45,932,138,138,0,0,431911056,/srv/bulk/leo/recordings/2026/08/25/cap-20260825T085623-c725d27cbf0f/manifest.json,/srv/bulk/leo/analysis/cap-20260825T085623-c725d27cbf0f/capture-9f6504cc63dd4932a32fc4f010e40456/manifest.json,4p-cross,4,cross-band,4.475,19.13499974676506,576,42,64,stream-0/radio_pluto_5d4d/RX0;stream-0/radio_pluto_5d4d/RX1;stream-1/radio_pluto_19f2/RX0;stream-1/radio_pluto_19f2/RX1,sha256:93ef0f347e7a456df56580c50b932568db73810eb14e098323c1221e4561ff3b;sha256:9100343321c2afa94c4c24efee7ac882a79efdda0f99ffb5278ce66b659ed106;sha256:e6e4475dd27539872632b6ac8cf43796d2c0eada043118ef1b87d9a0b2b22a20;sha256:c9a8c62a0f80f94d46e9c2f5a29548a0961a55def8dd1d0cc1fb46c7137a19db
